Brian Robbins,53177,2,11260
Walter Salles,8574,2,9009
Ron Howard,6159,2,11374
Iain Softley,1978,2,2309
Frank Miller,2293,2,8285
David Koepp,508,2,210860
Uwe Boll,23799,2,2312
Martin Campbell,10702,2,9839
Soi Cheang,93991,2,381902
John Dahl,21053,2,13922
Tim Miller,55252,2,293660
Stephen Herek,18356,2,9713
Clint Eastwood,190,2,190859
Rob Letterman,65630,0,257445
Mark Waters,54050,2,9007
Brian Levant,13581,2,889
Peter MacDonald,16589,2,1370
George Clooney,1461,2,4942
Frank Coraci,57370,2,347969
Marc Lawrence,18323,2,24438
Shawn Levy,17825,2,116741
Paul W.S. Anderson,4014,2,35791
Anthony Hemingway,1216147,0,72431
Taylor Hackford,18596,0,1813
Sean Anders,74619,2,87428
Rob Cohen,18878,2,8840
Brett Ratner,11091,2,10589
Brian Taylor,20192,2,71676
Mark Neveldine,20193,2,71676
John Madden,18844,0,1722
Adam Shankman,20739,2,10022
Kevin Bray,34453,2,11358
Robert Zemeckis,24,2,13
Tim Hill,49903,2,6477
Jay Roach,6737,2,1597
Mike Gabriel,65530,2,10530
Eric Goldberg,65531,2,10530
Richard Donner,7187,2,1924
Tom Shadyac,4499,2,9327
Andy Tennant,17167,2,8488
Sam Weisman,54967,2,10603
Jesse Dylan,54584,2,8273
Paul Greengrass,25598,2,109424
Shawn Levy,17825,2,35056
Brad Silberling,11887,0,8839
Antoine Fuqua,20907,2,156022
Wayne Wang,39819,0,7303
Tony Scott,893,2,8963
Gabriele Muccino,20646,2,1402
Robert Schwentke,57270,2,9315
Barry Levinson,8246,2,8984
Brad Silberling,11887,0,795
Quentin Tarantino,138,2,24
Frank Oz,7908,2,11353
Quentin Tarantino,138,2,393
Andrei Konchalovsky,58728,2,9618
Albert Magnoli,58729,0,9618
Robert Zemeckis,24,2,9374
Tom Dey,46076,2,8584
Stuart Baird,2523,2,2320
Mark Waters,54050,2,58224
Rob Minkoff,18898,2,1729
Jimmy Hayward,8029,2,175574
David Fincher,7467,2,8077
Alan Parker,9168,2,8818
John Frankenheimer,13776,2,8195
Stephen Hopkins,2042,2,10586
Paul King,101666,2,116149
Akiva Schaffer,62854,2,80035
William Friedkin,15175,0,10632
Jon Turteltaub,12962,2,12117
Bobby Farrelly,7395,2,1792
Peter Farrelly,7396,2,1792
Kent Alterman,65702,2,13260
Peter Lord,53304,2,72197
Jeff Newitt,565297,0,72197
Clint Eastwood,190,2,3580
Andrew Davis,12989,2,12123
Tony Scott,893,2,9566
Joel Schumacher,5572,2,9833
Shekhar Kapur,37630,2,4517
Karyn Kusama,54025,1,8202
Ronald F. Maxwell,66088,2,16072
Robert Butler,101767,2,34314
Karey Kirkpatrick,52845,2,19724
James Bobin,26205,0,145220
Jonathan Frakes,2388,2,14623
Steve Antin,42745,2,42297
Jean-Pierre Jeunet,2419,2,2841
Stanley Kubrick,240,2,802
Jim Gillespie,33254,2,10375
Guillermo del Toro,10828,2,36586
Gabriele Muccino,20646,2,11321
Walter Hill,1723,2,70074
Francis Ford Coppola,1776,2,242
Cameron Crowe,11649,2,9621
Anthony Russo,19271,2,1819
Joe Russo,19272,2,1819
Richard Lester,10586,0,8536
Martin Brest,769,2,8046
Steven Zaillian,2260,2,1717
John Singleton,6482,2,479
Gary Goldman,12881,2,9444
Don Bluth,40345,2,9444
Baz Luhrmann,6201,2,824
Harold Becker,23213,2,11456
Scott Cooper,65167,2,261023
Clint Eastwood,190,2,3683
F. Gary Gray,37932,2,22803
Robert Rodriguez,2294,0,285923
Quentin Tarantino,138,2,285923
Edgar Wright,11090,2,285923
Eli Roth,16847,2,285923
Rob Zombie,16848,2,285923
Jason Eisener,141673,0,285923
Jonathan Demme,16294,2,39437
Curtis Hanson,323,2,1950
Steven Spielberg,488,2,640
Kathryn Bigelow,14392,1,97630
Peyton Reed,59026,2,9767
Phyllida Lloyd,71068,1,11631
Garry Marshall,1201,2,32856
Jay Chandrasekhar,52049,2,6519
Terrence Malick,30715,2,8741
David Dobkin,42994,2,49520
Miloš Forman,3974,2,1850
Martin Scorsese,1032,2,524
Pierre Morel,35453,2,26389
Paul Hunter,70573,2,11817
Bobby Farrelly,7395,2,2123
Peter Farrelly,7396,2,2123
Steve Oedekerk,4489,2,9907
John Whitesell,61175,2,9969
Chris Weitz,3288,0,18239
Andrew Adamson,5524,2,808
Vicky Jenson,12058,1,808
George Nolfi,1921,2,38050
Kevin Reynolds,8300,0,8367
Cameron Crowe,11649,2,9390
Seth MacFarlane,52139,2,72105
James L. Brooks,3388,2,2898
Tom Shadyac,4499,2,10312
Adam McKay,55710,2,109443
Steven Brill,32593,2,2022
J.J. Abrams,15344,2,37686
Steven Soderbergh,1884,2,462
Donald Petrie,18281,2,9919
Phil Lord,107446,0,187017
Christopher Miller,155267,2,187017
Neil Jordan,17016,0,628
Peyton Reed,59026,2,10201
Rawson Marshall Thurber,57633,0,302699
Chris Columbus,10965,2,9441
Sean Anders,74619,2,274167
Rob Marshall,17633,2,224141
Spike Lee,5281,2,388
Brian Helgeland,4723,2,2112
Frank Marshall,664,2,10329
Cameron Crowe,11649,2,74465
Alex Proyas,21085,2,13811
Tom Dey,46076,2,6877
Hideo Nakata,26875,2,10320
Glenn Ficarra,56411,2,50646
John Requa,56412,0,50646
Peter Hewitt,18357,2,8920
Joe Roth,18311,0,13673
Bennett Miller,5345,2,60308
Wolfgang Petersen,5231,2,6950
Jaume Collet-Serra,59521,2,225574
Andy Fickman,58375,2,13836
James McTeigue,11266,2,752
David Dobkin,42994,2,6038
Matthew O'Callaghan,61290,2,9975
Angela Robinson,7312,1,11451
Gary Fleder,5501,2,12103
Tommy Wirkola,76927,2,60304
Adrian Lyne,7270,2,2251
D.J. Caruso,40256,2,46529
Stephen Gaghan,2945,2,231
Michael Bay,865,2,300671
Jorge R. Gutierrez,1265056,0,228326
Richard Loncraine,33315,2,9754
Clint Eastwood,190,2,66
Ridley Scott,578,2,4421
David Fincher,7467,2,2649
Christophe Gans,8296,2,588
Howard Deutch,26502,2,10393
Jon Hurwitz,68843,2,71552
Hayden Schlossberg,68844,2,71552
F. Gary Gray,37932,2,9631
Steven Quale,93214,2,216282
John Landis,4610,2,306
Joe Dante,4600,2,928
David Dobkin,42994,2,205587
Mimi Leder,51984,1,6623
Alexander Witt,17649,2,1577
Beeban Kidron,20237,1,9801
Carl Franklin,21712,0,2116
Steven Seagal,23880,2,9624
Robert Rodriguez,2294,0,14199
Danny Boyle,2034,2,1907
Garry Marshall,1201,2,4599
James McTeigue,11266,2,22832
Sam Raimi,7623,2,10390
Andrew Bergman,41550,0,9879
Tom Dey,46076,2,38579
Clint Eastwood,190,2,44603
Barbet Schroeder,23393,2,11892
Richard Donner,7187,2,9691
Peter Webber,16785,2,1248
Rob Reiner,3026,2,12220
Andrew Niccol,8685,2,72710
John McTiernan,1090,0,10782
Clint Eastwood,190,2,9573
Tom Tykwer,1071,2,4959
John Carpenter,11770,2,10061
Brad Bird,7087,2,10386
Wes Anderson,5655,2,421
Gary Ross,23964,2,316152
Alan Parker,9168,2,11615
Stephen Herek,18356,2,13498
Jaume Collet-Serra,59521,2,241554
David Cronenberg,224,2,2252
John Stockwell,57082,2,11968
Luc Besson,59,2,10047
David Gordon Green,64141,2,38319
Jim Sheridan,53334,2,69668
Costa-Gavras,27436,0,9770
Patrick Read Johnson,56059,2,11212
Roland Joffé,8965,0,10533
Doug Liman,11694,2,38363
Tony Scott,893,2,9923
William Friedkin,15175,0,11863
Brian Taylor,20192,2,18501
Mark Neveldine,20193,2,18501
Richard LaGravenese,2163,2,109491
Danny DeVito,518,2,9275
Ben Stiller,7399,2,329833
George Armitage,58294,0,12634
Mike Nichols,5342,2,10416
Patrick Lussier,27226,0,47327
Andrzej Bartkowiak,10765,2,15268
James Wong,57134,2,10796
Renny Harlin,16938,2,9548
Richard Curtis,7018,2,18947
Steven Soderbergh,1884,2,1900
Steven Spielberg,488,2,89
Joe Wright,36588,2,96724
Neill Blomkamp,82194,2,198184
Phillip Noyce,13015,2,9481
David Fincher,7467,2,4547
Chuck Bowman,41270,2,53953
David O. Russell,17883,2,6415
Daniel Espinosa,125738,2,181283
Jerry Zucker,3415,2,9896
Iain Softley,1978,2,167
James Mangold,366,2,11232
Harold Ramis,1524,2,1636
Francis Ford Coppola,1776,2,2148
James Mangold,366,2,5176
Olivier Megaton,75035,2,260346
Steven Soderbergh,1884,2,1389
Ben Stiller,7399,2,9894
Deepa Mehta,4760,1,7504
Warren Beatty,6449,2,8592
John McTiernan,1090,0,913
Penny Marshall,14911,1,11091
Ted Kotcheff,16544,2,1368
Andrei Tarkovsky,8452,2,593
Yvette Kaplan,31093,0,5393
Paul Bolger,133293,2,5393
Greg Tiernan,142587,2,5393
Stephen Frears,3224,0,9095
P.J. Hogan,3045,2,8874
Joe Roth,18311,0,11467
Christopher Nolan,525,2,320
Jonathan Frakes,2388,2,199
Jimmy Hayward,8029,2,20533
Edward Zwick,9181,2,10684
Tom Shadyac,4499,2,1624
Brad Furman,144221,2,325789
Terence Young,9855,2,113464
Brian Levant,13581,2,888
Olivier Megaton,75035,2,82675
David Zucker,12987,2,4256
Donald Petrie,18281,2,1493
Eric Brevig,9622,2,88751
Garry Marshall,1201,2,11130
Alan J. Pakula,6349,2,9944
Joel Schumacher,5572,2,10731
Rob Reiner,3026,2,7350
Phillip Noyce,13015,2,9869
Robert Luketic,36797,2,4379
Denis Villeneuve,137427,2,146233
Antoine Fuqua,20907,2,2034
Dean Parisot,15002,2,926
Keenen Ivory Wayans,35689,2,4248
James Bobin,26205,0,64328
Stephen Norrington,10808,2,36647
Thomas Carter,52038,2,7214
Roger Michell,7017,2,1537
Luis Llosa,26648,2,9360
David McNally,48980,2,6282
Richard Curtis,7018,2,508
Andrew Stanton,7,2,9487
John Lasseter,7879,2,9487
Albert Hughes,11447,2,768
Allen Hughes,11448,2,768
Luis Llosa,26648,2,2636
Ron Shelton,4037,2,10478
Melville Shavelson,16745,2,27983
Jesse Dylan,54584,2,9981
Garth Jennings,52842,2,7453
Joel Zwick,54644,2,15045
Russell Mulcahy,52968,2,7737
Frank Coraci,57370,2,232672
Wayne Wang,39819,0,17379
Curtis Hanson,323,2,8987
Frank Oz,7908,2,11359
Oliver Stone,1152,2,82525
David R. Ellis,4755,2,9759
Peter Howitt,7791,2,9486
John A. Davis,60237,2,9906
David Lynch,5602,2,841
Julie Taymor,16391,1,4688
Sam Mendes,39,2,4148
Richard Donner,7187,2,2207
Mathieu Kassovitz,2406,2,9381
John Gray,35155,2,9625
Harold Ramis,1524,2,9304
John Schultz,79656,2,20856
Sean Penn,2228,2,5955
Susan Stroman,60129,1,9899
Simon Wincer,18254,0,9826
Billy Bob Thornton,879,2,21355
Oliver Stone,1152,2,10858
Roman Polanski,3556,2,11439
Stephen Sommers,7775,2,9457
Spike Lee,5281,2,12412
Zhang Yimou,607,2,1494
Danny Pang,21905,2,13184
Oxide Pang Chun,31033,2,13184
Barry Sonnenfeld,5174,2,2185
Mike Newell,10723,2,6639
George P. Cosmatos,16566,2,38153
Oliver Parker,56710,2,58233
Lawrence Kasanoff,43518,2,116977
Ben Affleck,880,2,68734
Andrew Davis,12989,2,5503
Andy Tennant,17167,2,27573
Barry Levinson,8246,2,819
George P. Cosmatos,16566,2,1369
Brian Gibson,18069,2,9623
Ben Sharpsteen,11426,2,10895
Hamilton Luske,11429,2,10895
Michael Cimino,12114,2,10935
Len Wiseman,3950,2,834
Paul McGuigan,2291,0,228066
Gus Van Sant,5216,2,711
Betty Thomas,31024,1,10468
Louis Leterrier,18865,2,10027
Roger Kumble,11873,2,11812
Sydney Pollack,2226,2,37233
Burr Steers,58552,0,37950
Simon West,12786,2,27582
Phil Lord,107446,0,64688
Christopher Miller,155267,2,64688
Roger Michell,7017,2,509
Nick Park,7314,2,7443
Peter Lord,53304,2,7443
John Hamburg,17871,2,5966
Reginald Hudlin,68215,2,11066
Paul Feig,116805,2,136795
Joseph L. Mankiewicz,10601,2,8095
Frank Coraci,57370,2,87826
Carl Franklin,21712,0,11560
Barbra Streisand,10400,0,25189
Mark Pellington,11676,2,2637
Larry Charles,6767,2,18480
John Glen,10179,2,709
Catherine Hardwicke,19850,1,49730
John Herzfeld,27846,2,2749
Annabel Jankel,58164,0,9607
Rocky Morton,58165,2,9607
Andrew Niccol,8685,2,1830
Zhang Yimou,607,2,79
Julie Anne Robinson,114597,1,54054
Seth Rogen,19274,2,228967
Evan Goldberg,54734,2,228967
Sngmoo Lee,141169,2,46528
Jean-Pierre Jeunet,2419,2,27936
Curtis Hanson,323,2,65
Jamel Debbouze,2408,2,280391
Brian Helgeland,4723,2,9476
Gordon Chan,64901,0,10610
M. Night Shyamalan,11614,2,745
Asger Leth,72344,0,49527
David Frankel,5065,2,73937
John G. Avildsen,16513,2,1885
David O. Russell,17883,2,168672
Anne Fletcher,29214,1,18240
Bruce Beresford,5696,2,10398
Robert Zemeckis,24,2,165
Luc Besson,59,2,240832
Sam Taylor-Johnson,1137903,1,216015
Robert Rodriguez,2294,0,12279
Joel Schumacher,5572,2,1645
Shawn Levy,17825,2,11007
Peter Berg,36602,2,193756
Penny Marshall,14911,1,11287
James Wan,2127,2,259693
David Fincher,7467,2,37799
Ken Kwapis,29009,0,10184
David Zucker,12987,2,4257
Wes Craven,5140,2,4234
Robert Zemeckis,24,2,196
Etan Cohen,52803,0,257091
Francis Ford Coppola,1776,2,6114
Nora Ephron,9248,0,24803
Brian Helgeland,4723,2,109410
Anthony Minghella,2239,2,1213
Bobby Farrelly,7395,2,100042
Peter Farrelly,7396,2,100042
Frank Marshall,664,2,9036
Nancy Meyers,17698,1,257211
Tim Story,20400,2,323675
Michael Mann,638,2,9361
Taylor Hackford,18596,0,1677
Robert Rodriguez,2294,0,187
Frank Miller,2293,2,187
Pete Travis,43141,0,7461
John Hamburg,17871,2,16538
Bobby Farrelly,7395,2,9889
Peter Farrelly,7396,2,9889
Oliver Stone,1152,2,820
John Whitesell,61175,2,11565
Gore Verbinski,1704,2,6073
Burr Steers,58552,0,16996
Nick Cassavetes,11151,2,193610
David R. Ellis,4755,2,19912
Steven Spielberg,488,2,296098
John Moore,12028,2,8007
Nicholas Stoller,52934,2,32823
Peter Chelsom,36804,2,4380
Joe Dante,4600,2,11551
Mark A.Z. Dippé,87130,0,10336
Kevin Reynolds,8300,0,11362
Brad Furman,144221,2,50348
Jaume Collet-Serra,59521,2,48138
Christopher Nolan,525,2,1124
Sean Anders,74619,2,227159
Callan Brunker,1098477,0,68179
Mel Gibson,2461,2,1579
John Glen,10179,2,708
Nimród Antal,41671,2,34851
Ivan Reitman,8858,2,9930
David Koepp,508,2,1586
Alejandro Agresti,21031,2,2044
Iain Softley,1978,2,9913
Peter Hedges,3290,2,71864
Paul Weiland,66548,2,10761
Clint Eastwood,190,2,209451
Francis Ford Coppola,1776,2,11975
Mathieu Kassovitz,2406,2,4970
Steven Spielberg,488,2,11831
John McTiernan,1090,0,9096
Colin Strause,6037,2,440
Greg Strause,6038,2,440
Donald Petrie,18281,2,11011
Joan Chen,6720,1,10641
Marc Lawrence,18323,2,11172
Greg Mottola,54733,2,39513
Anne Fletcher,29214,1,82687
Wes Craven,5140,2,41446
Joel Schumacher,5572,2,8224
Oliver Stone,1152,2,10537
Jake Kasdan,51851,2,225886
Diane Keaton,3092,1,10385
Steven Quale,93214,2,55779
Kelly Makin,64030,2,10154
Mimi Leder,51984,1,10647
Bobby Farrelly,7395,2,11431
Peter Farrelly,7396,2,11431
Steven Brill,32593,2,8457
Seth MacFarlane,52139,2,188161
Russell Mulcahy,52968,2,8850
Stephen Daldry,468,2,64685
Roger Michell,7017,2,38357
Jim Sheridan,53334,2,10060
Christian Duguay,25735,2,11398
Chris Columbus,10965,2,1833
Chuck Russell,26713,2,10391
Sam Weisman,54967,2,8970
John Frankenheimer,13776,2,9306
Richard Stanley,42175,2,9306
Peter Hyams,37710,2,11370
Justin Chadwick,71570,2,12184
Pat O'Connor,19969,2,1921
Stephen Hopkins,2042,2,1683
Martin Scorsese,1032,2,203
Penny Marshall,14911,1,11858
Olivier Megaton,75035,2,62835
Frederik Du Chau,50582,2,18937
Michael Caton-Jones,30365,2,13536
Irwin Winkler,11472,2,15556
Joseph Kahn,66823,2,10718
Harold Becker,23213,2,11062
Paul Verhoeven,10491,2,10802
Sofia Coppola,1769,1,1887
Barbet Schroeder,23393,2,6071
Stephen T. Kay,56435,2,10461
Juan Antonio Bayona,51894,2,80278
Elaine May,58251,1,12704
Wes Anderson,5655,2,10315
Stephen Herek,18356,2,16643
John Carpenter,11770,2,2687
Jean-Pierre Jeunet,2419,2,194
Dennie Gordon,66960,1,11025
Charles Shyer,56106,2,8849
Ken Kwapis,29009,0,78698
Ulu Grosbard,140354,2,30943
William Malone,57898,2,9544
Paul Weitz,3289,2,24418
Danny DeVito,518,2,7288
Malcolm D. Lee,72024,2,14655
Jerry Jameson,52094,2,24575
Mic Rodgers,18889,2,10366
Christian Alvart,54559,2,19898
Gary Fleder,5501,2,4965
Christian Duguay,25735,2,15074
Jean-Marie Poiré,64909,2,56715
Danny Boyle,2034,2,1272
Brian Robbins,53177,2,72358
Marc F. Adler,86295,2,20542
Jason Maurer,86296,2,20542
Pierre Morel,35453,2,266396
Geoffrey Sax,61357,2,9978
D.J. Caruso,40256,2,8271
Iain Softley,1978,2,10428
Richard Shepard,44740,2,5353
Joel Coen,1223,0,11934
Peter Chan,56739,2,14392
Raymond Yip Wai-Man,76812,2,14392
Sergei Bodrov Jr.,71871,2,19495
Ivan Passer,84736,2,19495
Bong Joon-ho,21684,2,110415
Bibo Bergeron,65629,2,77459
Jeff Nathanson,2689,2,26486
Alex Proyas,21085,2,9495
S.S. Rajamouli,147021,2,256040
Robert Schwentke,57270,2,24420
Michael Lehmann,7145,2,1257
Tim Burton,510,2,62214
Joss Whedon,12891,2,16320
Charles S. Dutton,17764,2,8842
Richard Lester,10586,0,9531
Peter Segal,13426,2,64807
John Woo,11401,2,12289
Andy Tennant,17167,2,11529
Robert Luketic,36797,2,20943
Jonathan Lynn,21217,2,9099
Robert Rodriguez,2294,0,9488
David Carson,2380,2,193
Wong Kar-wai,12453,2,44865
Francis Lawrence,10943,2,55787
Yuefeng Song,1496406,0,257932
Norman Jewison,13563,2,10400
Michael Apted,10781,2,1957
David Mirkin,58178,2,10833
Andy Fickman,58375,2,256961
Luis Mandoki,46085,0,5852
John Pasquin,58072,2,12312
Roman Polanski,3556,2,622
Michael Apted,10781,2,11306
Stephen Herek,18356,2,12508
Lee Daniels,20019,2,25793
Ridley Scott,578,2,10534
John Carpenter,11770,2,1091
David Twohy,28239,0,87421
Jeb Stuart,7671,2,10871
Steve Miner,58712,2,13503
Gil Kenan,57193,2,13600
Paul Thomas Anderson,4762,2,68722
David Leland,33317,2,14324
Gary Fleder,5501,2,14325
J Blakeson,111588,2,299687
Ryan Coogler,1056121,2,312221
Ben Affleck,880,2,23168
Kirk Jones,64045,0,76494
Joel Coen,1223,0,4944
Ethan Coen,1224,0,4944
Jennifer Flackett,66218,1,10488
Mark Levin,66219,2,10488
Ron Howard,6159,2,96721
Paul Thomas Anderson,4762,2,334
Kevin Smith,19303,2,23742
Christian Ditter,63820,2,259694
Charles Martin Smith,1270,2,62837
Catherine Hardwicke,19850,1,8966
Nick Cassavetes,11151,2,8470
Les Mayfield,56911,0,11001
Rawson Marshall Thurber,57633,0,138832
Fyodor Bondarchuk,80999,2,16911
Jonathan Mostow,7213,2,2163
Irvin Kershner,10930,2,36670
Steve Pink,3227,2,23048
Charles Martin Smith,1270,2,227735
John Frankenheimer,13776,2,2155
F. Gary Gray,37932,2,8409
Cameron Crowe,11649,2,222936
Rob Reiner,3026,2,31908
Scott Hicks,33433,2,10219
Mikael Håfström,29605,0,48171
Andrew Niccol,8685,2,782
Andrew Bergman,41550,0,75531
Kirk De Micco,71267,2,11802
Chris Rock,2632,2,9776
Todd Phillips,57130,2,18785
Wilson Yip,63571,2,365222
Jay Roach,6737,2,817
Tim Burton,510,2,268
Roland Joffé,8965,0,45054
Richard Donner,7187,2,943
John Lee Hancock,54040,2,22881
Robert Rodriguez,2294,0,10054
Seth Gordon,71600,2,51540
Joel Coen,1223,0,44264
Ethan Coen,1224,0,44264
David Frankel,5065,2,350
Robert Wise,1744,2,152
Seth Gordon,71600,2,109431
Martin Scorsese,1032,2,1598
Robert Luketic,36797,2,8065
Judd Apatow,41039,2,271718
Kevin Rodney Sullivan,70777,2,11638
Anthony Minghella,2239,2,409
Curtis Hanson,323,2,2118
Mike Mitchell,64151,2,11459
Frank Oz,7908,2,10806
Roger Donaldson,21370,2,9348
Wes Craven,5140,2,377
Tarsem Singh,56512,2,8843
Randall Wallace,2460,2,9313
Randall Wallace,2460,2,39486
Kevin Munroe,19499,2,1273
Mike Tollin,53178,2,13920
Will Gluck,82511,2,50544
Nicholas Stoller,52934,2,325133
John Lee Hancock,54040,2,140823
Spike Lee,5281,2,1883
Judd Apatow,41039,2,89492
Walt Becker,68573,2,22949
Patrick Tatopoulos,3964,2,12437
Ken Kwapis,29009,0,2959
Dennis Dugan,17494,2,9957
Gary David Goldberg,70738,2,11648
Mike Newell,10723,2,9366
Paul W.S. Anderson,4014,2,1576
Tobe Hooper,10051,2,609
Joel Coen,1223,0,5516
Ethan Coen,1224,0,5516
John Moore,12028,2,13051
Andrew Niccol,8685,2,49530
Alan Poul,113225,2,34806
Luke Greenfield,65734,2,49022
Gil Junger,40243,2,11469
Michael Ritchie,12964,2,23479
Steven E. de Souza,1726,2,11667
Roman Polanski,3556,2,423
Catherine Hardwicke,19850,1,2447
Jaume Collet-Serra,59521,2,10066
Mike Nichols,5342,2,2288
Clint Eastwood,190,2,88794
Alexandre Aja,59291,2,13515
Michael Rymer,28741,2,11979
Stephen Hopkins,2042,2,169
Gregory Hoblit,17812,2,8090
Hugh Wilson,28904,2,11622
Mike Hodges,17281,0,3604
Kevin Smith,19303,2,9541
Rob Cohen,18878,2,94348
Clint Eastwood,190,2,8197
Scott Mann,90812,0,336004
Susanna White,113600,0,35019
Danny DeVito,518,2,10410
Chris Carter,12524,2,8836
Tommy O'Haver,62514,2,14442
Peter Landesman,1192754,0,321741
John Singleton,6482,2,59965
Gary Chapman,80691,2,14175
Curtis Hanson,323,2,11004
Craig Mazin,35796,2,11918
Allen Hughes,11448,2,98357
Wes Craven,5140,2,10012
David Koepp,508,2,49526
Anne Fletcher,29214,1,268920
Shekhar Kapur,37630,2,9093
Taylor Hackford,18596,0,119283
Richard Loncraine,33315,2,11823
Roger Kumble,11873,2,35169
Kimble Rendall,64163,0,118957
Peter Yates,12804,2,849
Robert Redford,4135,2,4515
John Milius,8328,2,18886
Jake Kasdan,51851,2,6575
Lasse Hallström,5306,2,6440
Les Mayfield,56911,0,13496
Jean-Marc Vallée,69371,2,18320
Dominic Sena,58498,2,22787
Terrence Malick,30715,2,8967
Tsui Hark,26760,2,37498
David Ayer,19769,0,144336
Brian Helgeland,4723,2,9616
Lexi Alexander,56359,0,13056
Peter Hewitt,18357,2,14113
Robert Zemeckis,24,2,285783
Ronny Yu,17268,0,49478
Ridley Scott,578,2,9726
Richard Donner,7187,2,20763
Taylor Hackford,18596,0,9702
Bille August,19684,2,9311
Brian De Palma,1150,2,9280
Moustapha Akkad,66203,2,26843
Jean-Paul Rappeneau,25950,2,11876
Ang Lee,1614,2,22267
Alejandro González Iñárritu,223,2,45958
Joachim Rønning,20307,0,1969
Espen Sandberg,20308,0,1969
Tony Kaye,814,2,310706
Wes Ball,1179066,0,198663
Ken Scott,1375201,0,239573
Martin Scorsese,1032,2,10436
Darren Aronofsky,6431,2,1381
Hugh Johnson,22100,2,2162
Simon West,12786,2,127493
Hayao Miyazaki,608,2,12429
"George Tillman, Jr.",66121,2,228205
Rand Ravich,29524,2,2900
Hugh Hudson,58220,2,21311
Gabriele Muccino,20646,2,77875
Justin Chadwick,71570,2,192136
Warren Beatty,6449,2,18254
Rob Reiner,3026,2,881
Andrzej Bartkowiak,10765,2,10877
Raja Gosnell,1215,2,9600
Ben Stassen,76100,2,202575
Jeremy Degruson,1324172,0,202575
Chris Gorak,10855,2,71469
Scott Speer,932088,2,85446
David R. Ellis,4755,2,326
Joe Charbanic,66604,2,10685
Jonathan Hensleigh,876,2,7220
Danny Cannon,33279,2,9763
Boaz Yakin,52358,2,72387
Mike Newell,10723,2,12596
Richard Marquand,19800,2,1892
Neil Marshall,57581,2,13460
Stephen Daldry,468,2,8055
David Wain,22214,2,50647
Jon Favreau,15277,2,10719
Jon Turteltaub,12962,2,9294
Brian Levant,13581,2,11888
Richard Donner,7187,2,9647
Jared Hess,53925,2,9353
Paul Feig,116805,2,55721
Seth Rogen,19274,2,109414
Evan Goldberg,54734,2,109414
Rupert Wainwright,11809,2,10307
"George Tillman, Jr.",66121,2,11978
John Luessenhop,97026,2,22907
Justin Zackham,52599,2,87567
John Whitesell,61175,2,38322
Duncan Jones,81850,2,45612
Frank Marshall,664,2,7305
Joel Schumacher,5572,2,3594
Jean-Pierre Jeunet,2419,2,157841
Steven Spielberg,488,2,11519
John Gatins,53176,2,12920
David Cronenberg,224,2,59
Louis Leterrier,18865,2,9335
Sam Raimi,7623,2,12106
Peter Howitt,7791,2,11141
Martin Scorsese,1032,2,8649
Miguel Sapochnik,114404,2,31867
Shim Hyung-Rae,64331,2,10253
Norman Jewison,13563,2,3587
Don Scardino,93419,2,124459
Mark Dindal,61411,2,24662
Tim Robbins,504,2,32274
Steven Soderbergh,1884,2,182
Tom Reeve,43673,2,5494
Francis Ford Coppola,1776,2,28
Nanette Burstein,96439,1,38073
Stephen Herek,18356,2,2054
Ariel Vromen,81476,2,302156
Sydney Pollack,2226,2,606
Robert Zemeckis,24,2,87502
Lewis Gilbert,10076,2,698
Wes Anderson,5655,2,120467
Scott Hicks,33433,2,11313
Frank Marshall,664,2,6488
Gregory Hoblit,17812,2,10559
John Francis Daley,52935,2,296099
Jonathan M. Goldstein,1236679,2,296099
Barry Sonnenfeld,5174,2,8012
Rob Marshall,17633,2,1574
Dennis Dugan,17494,2,9032
J.B. Rogers,7409,0,2770
John Lasseter,7879,2,862
Jan de Bont,2209,2,1637
Michael Sucsy,566328,2,72570
Tom Vaughan,56717,2,27569
Boaz Yakin,52358,2,10637
John McTiernan,1090,0,1669
Lee Daniels,20019,2,132363
Rawson Marshall Thurber,57633,0,9472
Barry Sonnenfeld,5174,2,2907
Steve Oedekerk,4489,2,9273
Garry Marshall,1201,2,9880
Hugh Wilson,28904,2,2925
David Fincher,7467,2,807
Neill Blomkamp,82194,2,17654
Stephen Hillenburg,70651,2,11836
Clint Eastwood,190,2,322
Clint Eastwood,190,2,70
Harold Ramis,1524,2,9535
Nick Cassavetes,11151,2,11036
Anne Fletcher,29214,1,6557
Peter Chelsom,36804,2,18126
Stig Bergqvist,80540,0,16340
Barbra Streisand,10400,0,10333
Edward Zwick,9181,2,4476
Jason Reitman,52443,2,22947
Alexander Payne,13235,0,2755
Jonathan Levine,56661,2,82654
Rian Johnson,67367,2,59967
Chris Weitz,3288,0,16300
Paul Weitz,3289,2,16300
Chris Noonan,58137,2,9598
David Frankel,5065,2,82696
Nicholas Stoller,52934,2,9870
John Singleton,6482,2,8292
Michael McCullers,14172,2,8780
Forest Whitaker,2178,2,9715
Gary Winick,17046,2,10521
Steven Brill,32593,2,10762
Gary Winick,17046,2,10096
Woody Allen,1243,2,59436
Peter Lepeniotis,1262197,0,227783
Ted Demme,34849,2,4133
Luis Mandoki,46085,0,10207
William Shatner,1748,2,172
John Schultz,79656,2,21972
Peter Segal,13426,2,36593
John Glen,10179,2,707
Nick Park,7314,2,533
Steve Box,7313,2,533
Richard LaGravenese,2163,2,6023
